fact_id,date_id,state_id,disease_id,source_id,population_under_surveillance,total_reported_cases,active_cases,recovered_cases,deaths,urban_cases,rural_cases,hospitalized_cases,icu_admissions,case_fatality_rate,recovery_rate,public_health_risk_score,report_date_raw
1882,5,29,10,2,32803866,928,121,805.0,2.0,655,273,187.0,54.0,0.22,86.75,10.6,2022-05-01
1883,5,29,11,6,28256009,480,13,455.0,12.0,207,273,115.0,29.0,2.5,94.79,11.3,2022-05-01
1884,5,29,12,3,31250126,1245,178,1061.0,6.0,642,603,,46.0,0.48,85.22,18.5,2022-05-01
1885,5,30,1,4,11817016,358,16,342.0,0.0,206,152,71.0,7.0,0.0,95.53,14.1,2022-05-01
1886,5,30,2,1,11678124,221,42,175.0,4.0,133,88,46.0,7.0,1.81,79.19,11.5,2022-05-01
1887,5,30,3,2,12290738,176,9,164.0,3.0,95,81,9.0,2.0,1.7,93.18,13.2,2022-05-01
1888,5,30,4,4,12748059,218,17,201.0,0.0,155,63,16.0,0.0,0.0,92.2,5.7,2022-05-01
1889,5,30,5,5,11856256,320,36,278.0,6.0,235,85,38.0,9.0,1.88,86.88,13.9,2022-05-01
1890,5,30,6,1,13323249,175,35,136.0,4.0,130,45,10.0,2.0,2.29,77.71,9.3,2022-05-01
1891,5,30,7,2,13249327,178,31,144.0,3.0,96,82,33.0,4.0,1.69,80.9,8.6,05/01/2022
1892,5,30,8,6,12156554,382,7,369.0,6.0,220,162,29.0,7.0,1.57,96.6,22.6,2022-05-01
1893,5,30,9,2,12393115,433,92,340.0,1.0,154,279,107.0,12.0,0.23,78.52,14.4,2022-05-01
1894,5,30,10,5,13470232,339,15,315.0,9.0,167,172,31.0,7.0,2.65,92.92,19.6,2022-05-01
1895,5,30,11,1,13026502,497,85,404.0,8.0,192,305,76.0,16.0,1.61,81.29,27.3,2022-05-01
1896,5,30,12,2,12887138,59,10,48.0,1.0,43,16,9.0,2.0,1.69,81.36,5.0,2022-05-01
1897,5,31,1,2,278692,13,2,11.0,0.0,6,7,2.0,0.0,0.0,84.62,7.3,01/05/2022
1898,5,31,2,1,290124,5,1,4.0,0.0,1,4,1.0,0.0,0.0,80.0,7.1,2022-05-01
1899,5,31,3,6,272178,5,1,4.0,0.0,2,3,0.0,0.0,0.0,80.0,4.5,2022-05-01
1900,5,31,4,3,263526,1,1,0.0,0.0,0,1,0.0,0.0,,0.0,2.1,2022-05-01
1901,5,31,5,5,292397,3,1,2.0,0.0,1,2,0.0,0.0,0.0,66.67,5.9,2022-05-01
1902,5,31,6,1,277897,4,1,3.0,0.0,1,3,0.0,0.0,0.0,75.0,7.0,2022-05-01
1903,5,31,7,2,287298,4,1,3.0,0.0,2,2,0.0,0.0,0.0,75.0,0.0,2022-05-01
1904,5,31,8,5,266618,8,1,7.0,0.0,5,3,0.0,0.0,0.0,87.5,2.5,2022-05-01
1905,5,31,9,4,292738,5,1,4.0,0.0,3,2,1.0,0.0,0.0,80.0,0.6,2022-05-01
1906,5,31,10,3,278143,4,1,3.0,0.0,1,3,0.0,,0.0,75.0,3.4,2022-05-01
1907,5,31,11,3,294907,7,1,6.0,0.0,3,4,1.0,0.0,0.0,85.71,7.6,2022-05-01
1908,5,31,12,6,287782,3,1,2.0,0.0,1,2,0.0,0.0,0.0,66.67,5.2,01-05-2022
1909,5,32,1,1,1293607,30,2,28.0,0.0,14,16,2.0,0.0,0.0,93.33,13.2,2022-05-01
1910,5,32,2,2,1397775,24,5,19.0,0.0,11,13,2.0,0.0,0.0,79.17,7.0,2022-05-01
1911,5,32,3,2,1435088,42,3,39.0,0.0,23,19,9.0,2.0,0.0,92.86,9.7,2022-05-01
1912,5,32,4,6,1346590,24,5,19.0,0.0,14,10,4.0,0.0,0.0,79.17,11.2,2022-05-01
1913,5,32,5,2,1431334,8,1,7.0,0.0,5,3,1.0,0.0,0.0,87.5,0.0,2022-05-01
1914,5,32,6,4,1405104,31,6,25.0,0.0,14,17,5.0,1.0,0.0,80.65,6.5,2022-05-01
1915,5,32,7,6,1373396,38,8,30.0,0.0,13,25,7.0,1.0,0.0,78.95,12.4,01/05/2022
1916,5,32,8,2,1276269,25,5,20.0,0.0,18,7,1.0,,0.0,80.0,13.1,2022-05-01
1917,5,32,9,5,1498707,89,8,80.0,1.0,53,36,10.0,1.0,1.12,89.89,30.0,2022-05-01
1918,5,32,10,2,1363492,27,5,22.0,0.0,9,18,3.0,0.0,0.0,81.48,6.6,2022-05-01
1919,5,32,11,3,1433924,47,2,44.0,1.0,32,15,5.0,1.0,2.13,93.62,26.3,2022-05-01
1920,5,32,12,6,1492760,26,4,22.0,0.0,11,15,5.0,1.0,,84.62,7.5,2022-05-01
1921,6,1,1,4,46296834,242,47,187.0,8.0,166,76,25.0,4.0,3.31,77.27,12.2,2022-06-01
1922,6,1,2,3,50909447,522,100,416.0,6.0,355,167,113.0,6.0,1.15,79.69,12.5,2022-06-01
1923,6,1,3,2,51119099,1127,166,938.0,23.0,394,733,107.0,20.0,2.04,83.23,14.3,2022-06-01
1924,6,1,4,6,53891303,756,144,611.0,1.0,304,452,120.0,22.0,0.13,80.82,8.5,2022-06-01
1925,6,1,5,5,52059480,955,33,901.0,21.0,412,543,228.0,13.0,2.2,94.35,11.6,2022-06-01
1926,6,1,6,1,49830351,340,40,,0.0,179,161,35.0,5.0,0.0,88.24,5.6,01/06/2022
1927,6,1,7,6,53336360,2471,107,2284.0,80.0,1754,717,487.0,83.0,3.24,92.43,32.5,2022-06-01
1928,6,1,8,3,48627770,3034,254,2770.0,10.0,2246,788,567.0,113.0,0.33,91.3,29.6,2022-06-01
1929,6,1,9,5,52661624,1688,52,1601.0,35.0,1132,556,85.0,22.0,2.07,94.85,17.9,2022-06-01
1930,6,1,10,3,51711621,3294,582,2679.0,33.0,1581,1713,568.0,63.0,1.0,81.33,37.9,2022-06-01
1931,6,1,11,4,46195581,2106,410,1692.0,4.0,832,1274,382.0,60.0,0.19,80.34,22.9,06/01/2022
1932,6,1,12,3,45981877,1622,256,1329.0,37.0,1170,452,88.0,23.0,2.28,81.94,21.7,2022-06-01
1933,6,2,1,3,1478875,37,8,29.0,0.0,17,20,3.0,0.0,0.0,78.38,14.9,2022-06-01
1934,6,2,2,6,1458469,30,8,22.0,,18,12,2.0,0.0,0.0,73.33,12.4,2022-06-01
1935,6,2,3,6,1425009,28,5,23.0,0.0,20,8,3.0,0.0,0.0,82.14,4.4,2022-06-01
1936,6,2,4,2,1415529,51,5,45.0,1.0,22,29,3.0,0.0,1.96,88.24,26.4,2022-06-01
1937,6,2,5,2,1510413,23,4,19.0,0.0,16,7,4.0,0.0,0.0,82.61,5.1,2022-06-01
1938,6,2,6,5,1377009,24,3,21.0,0.0,14,10,4.0,0.0,0.0,87.5,6.5,2022-06-01
1939,6,2,7,3,1536508,15,4,11.0,0.0,8,7,2.0,0.0,,73.33,7.2,2022-06-01
1940,6,2,8,6,1418379,78,11,,0.0,51,27,7.0,1.0,0.0,85.9,20.5,01/06/2022
1941,6,2,9,4,1548594,37,5,,0.0,22,15,4.0,0.0,0.0,86.49,9.0,2022-06-01
1942,6,2,10,3,1361967,18,3,15.0,0.0,8,10,2.0,0.0,0.0,83.33,6.3,2022-06-01
1943,6,2,11,4,1586212,35,5,30.0,0.0,24,11,6.0,0.0,0.0,85.71,10.0,2022-06-01
1944,6,2,12,1,1542566,51,6,45.0,0.0,22,29,10.0,0.0,0.0,88.24,12.4,2022-06-01
1945,6,3,1,5,33597379,766,48,703.0,,361,405,183.0,17.0,1.96,91.78,15.1,2022-06-01
1946,6,3,2,3,32397064,290,30,252.0,8.0,117,173,23.0,3.0,2.76,86.9,11.0,2022-06-01
1947,6,3,3,2,34956863,389,10,367.0,12.0,150,239,19.0,3.0,3.08,94.34,17.8,2022-06-01
1948,6,3,4,6,31208392,813,148,654.0,11.0,503,310,121.0,10.0,1.35,80.44,15.2,2022-06-01
1949,6,3,5,6,31293643,511,59,442.0,10.0,304,207,112.0,5.0,1.96,86.5,12.2,2022-06-01
1950,6,3,6,3,31047122,925,185,728.0,12.0,349,576,230.0,60.0,,78.7,17.5,2022-06-01
1951,6,3,7,6,31017207,2377,290,2074.0,13.0,880,1497,551.0,74.0,0.55,87.25,39.5,2022-06-01
1952,6,3,8,2,30936891,1325,267,1045.0,13.0,733,592,96.0,6.0,0.98,78.87,25.0,2022-06-01
1953,6,3,9,4,35164807,1074,139,932.0,3.0,525,549,107.0,21.0,0.28,86.78,17.6,2022-06-01
1954,6,3,10,3,34050477,792,180,606.0,6.0,491,301,70.0,17.0,0.76,76.52,18.1,2022-06-01
1955,6,3,11,5,35597644,707,31,653.0,23.0,298,409,114.0,29.0,3.25,92.36,23.7,2022-06-01
1956,6,3,12,2,35000565,1285,43,1234.0,8.0,937,348,288.0,68.0,0.62,96.03,19.9,2022-06-01
1957,6,4,1,3,107731651,1533,244,1261.0,28.0,569,964,209.0,52.0,1.83,82.26,13.8,2022-06-01
1958,6,4,2,2,109833898,4416,414,3887.0,115.0,1647,2769,561.0,65.0,2.6,88.02,24.0,2022-06-01
1959,6,4,3,6,117097132,808,156,645.0,7.0,448,360,95.0,15.0,0.87,79.83,7.5,2022-06-01
1960,6,4,4,4,115604553,1848,155,1674.0,19.0,1080,768,,54.0,1.03,90.58,11.8,2022-06-01
1961,6,4,5,3,121082850,2639,100,2497.0,42.0,1200,1439,,73.0,1.59,94.62,12.8,2022-06-01
1962,6,4,6,5,120962354,1246,41,1202.0,3.0,893,353,201.0,34.0,0.24,96.47,4.2,2022-06-01
1963,6,4,7,1,116271214,6259,63,,172.0,4247,2012,564.0,30.0,2.75,96.25,32.4,2022-06-01
1964,6,4,8,6,118699665,4041,59,3878.0,104.0,2240,1801,586.0,172.0,2.57,95.97,25.1,2022-06-01
1965,6,4,9,5,111168766,2934,473,2434.0,27.0,1848,1086,558.0,33.0,0.92,82.96,12.6,06/01/2022
1966,6,4,10,2,109126193,1858,0,1798.0,62.0,709,1149,263.0,39.0,3.34,96.77,20.2,2022-06-01
1967,6,4,11,6,109198990,1739,164,1565.0,10.0,733,1006,249.0,46.0,0.58,89.99,10.9,2022-06-01
1968,6,4,12,3,112476119,5053,124,4814.0,115.0,2582,2471,998.0,184.0,2.28,95.27,26.7,2022-06-01
1969,6,5,1,2,27762792,906,58,834.0,14.0,405,501,111.0,30.0,1.55,92.05,15.4,2022-06-01
1970,6,5,2,2,27416881,650,134,506.0,,379,271,75.0,11.0,1.54,77.85,13.4,2022-06-01
1971,6,5,3,5,25287244,1051,186,841.0,24.0,611,440,220.0,25.0,2.28,80.02,22.7,2022-06-01
1972,6,5,4,4,25798931,381,62,308.0,11.0,167,214,93.0,16.0,2.89,80.84,14.1,2022-06-01
1973,6,5,5,6,29132487,803,169,610.0,24.0,501,302,88.0,7.0,2.99,75.97,22.7,2022-06-01
1974,6,5,6,1,29397912,415,40,364.0,11.0,267,148,89.0,13.0,2.65,87.71,11.7,2022-06-01
1975,6,5,7,6,28667018,819,57,755.0,7.0,442,377,182.0,48.0,0.85,92.19,15.8,2022-06-01
1976,6,5,8,3,28732908,2044,291,1733.0,20.0,876,1168,253.0,54.0,0.98,84.78,36.8,2022-06-01
1977,6,5,9,1,27280555,1064,154,900.0,10.0,663,401,159.0,23.0,0.94,84.59,17.4,2022-06-01
1978,6,5,10,2,26780551,482,105,363.0,14.0,307,175,68.0,11.0,2.9,75.31,12.6,2022-06-01
1979,6,5,11,2,27066333,1024,147,850.0,27.0,395,629,239.0,16.0,111.1,102.0,25.6,2022-06-01
1980,6,5,12,2,28126081,1139,88,1041.0,10.0,690,449,123.0,28.0,0.88,91.4,17.8,2022-06-01
1981,6,6,1,1,1524387,32,5,27.0,,14,18,7.0,1.0,0.0,84.38,6.9,2022-06-01
1982,6,6,2,4,1582514,39,6,32.0,1.0,15,24,6.0,0.0,2.56,82.05,15.6,2022-06-01
1983,6,6,3,4,1552793,25,5,20.0,0.0,12,13,3.0,0.0,0.0,80.0,7.6,2022-06-01
1984,6,6,4,4,1586640,36,8,28.0,0.0,15,21,4.0,1.0,0.0,77.78,8.0,2022-06-01
1985,6,6,5,1,1545535,32,5,27.0,0.0,23,9,4.0,0.0,0.0,84.38,6.8,2022-06-01
1986,6,6,6,6,1598281,7,1,6.0,0.0,4,3,1.0,0.0,,85.71,0.0,2022-06-01
1987,6,6,7,1,1582678,72,11,60.0,1.0,32,40,12.0,1.0,1.39,83.33,30.9,2022-06-01
1988,6,6,8,5,1457680,50,9,41.0,,32,18,11.0,2.0,0.0,82.0,14.8,2022-06-01
1989,6,6,9,6,1486810,29,5,24.0,0.0,14,15,2.0,0.0,0.0,82.76,11.7,01/06/2022
1990,6,6,10,6,1571306,24,3,21.0,0.0,13,11,5.0,0.0,0.0,87.5,4.9,2022-06-01
1991,6,6,11,6,1545568,62,10,52.0,0.0,38,24,15.0,1.0,0.0,83.87,23.8,2022-06-01
1992,6,6,12,3,1492154,44,7,36.0,1.0,28,16,10.0,1.0,2.27,81.82,24.7,2022-06-01
1993,6,7,1,4,66192029,1149,99,1018.0,32.0,825,324,117.0,31.0,2.79,88.6,20.4,2022-06-01
1994,6,7,2,3,60125437,2991,285,2604.0,102.0,1821,1170,699.0,167.0,3.41,87.06,29.7,2022-06-01
1995,6,7,3,1,60705245,633,139,475.0,19.0,293,340,57.0,12.0,3.0,75.04,9.9,2022-06-01
1996,6,7,4,3,68978091,1665,251,1364.0,50.0,1240,425,128.0,31.0,3.0,81.92,19.4,2022-06-01
1997,6,7,5,5,60469068,1610,342,1243.0,25.0,1119,491,118.0,28.0,1.55,77.2,15.7,2022-06-01
1998,6,7,6,3,61945120,561,73,470.0,18.0,396,165,101.0,18.0,3.21,83.78,16.9,2022-06-01
1999,6,7,7,6,70114895,5660,496,4979.0,185.0,3488,2172,482.0,91.0,3.27,87.97,47.7,2022-06-01
2000,6,7,8,3,60834006,1812,424,1359.0,29.0,1264,548,287.0,59.0,1.6,75.0,18.1,2022-06-01
2001,6,7,9,4,65235728,4239,176,4017.0,46.0,2390,1849,314.0,23.0,1.09,94.76,34.6,2022-06-01
2002,6,7,10,2,68978330,3628,767,2736.0,125.0,1385,2243,267.0,25.0,3.45,75.41,35.5,2022-06-01
2003,6,7,11,4,65282569,1461,84,1374.0,3.0,936,525,188.0,43.0,0.21,94.05,7.8,01/06/2022
2004,6,7,12,2,64478846,2773,39,2664.0,70.0,1472,1301,338.0,49.0,2.52,96.07,30.3,2022-06-01
2005,6,8,1,2,25265257,656,14,620.0,22.0,409,247,111.0,32.0,3.35,94.51,26.0,2022-06-01
2006,6,8,2,1,26335343,376,59,312.0,5.0,183,193,75.0,15.0,1.33,82.98,9.5,2022-06-01
2007,6,8,3,2,26215552,180,12,165.0,3.0,109,71,24.0,3.0,1.67,91.67,4.7,2022-06-01
2008,6,8,4,6,27512272,271,41,229.0,1.0,173,98,45.0,11.0,0.37,84.5,10.2,2022-06-01
2009,6,8,5,1,25944251,448,84,363.0,1.0,282,166,34.0,4.0,0.22,81.03,10.3,2022-06-01
2010,6,8,6,6,27001602,659,79,568.0,12.0,488,171,72.0,8.0,1.82,86.19,17.2,2022-06-01
2011,6,8,7,5,25945297,508,14,488.0,6.0,378,130,43.0,5.0,1.18,96.06,12.1,2022-06-01
2012,6,8,8,5,28246381,1002,200,769.0,33.0,674,328,208.0,24.0,3.29,76.75,30.7,2022-06-01
2013,6,8,9,6,27696792,913,212,695.0,6.0,430,483,107.0,18.0,0.66,76.12,20.2,2022-06-01
2014,6,8,10,1,28762000,1762,105,1608.0,49.0,816,946,436.0,106.0,2.78,91.26,34.0,01/06/2022
2015,6,8,11,1,24699218,714,43,651.0,20.0,510,204,143.0,40.0,2.8,91.18,19.5,2022-06-01
2016,6,8,12,4,27324210,154,6,144.0,4.0,85,69,20.0,2.0,2.6,93.51,13.8,2022-06-01
2017,6,9,1,3,6634411,100,12,86.0,2.0,39,61,21.0,5.0,2.0,86.0,10.1,2022-06-01
2018,6,9,2,2,6543599,93,22,71.0,0.0,63,30,20.0,1.0,0.0,76.34,4.4,2022-06-01
2019,6,9,3,6,7044087,62,5,57.0,0.0,22,40,14.0,0.0,0.0,91.94,0.8,2022-06-01
2020,6,9,4,3,6940670,35,2,32.0,1.0,17,18,6.0,0.0,2.86,91.43,8.3,2022-06-01
2021,6,9,5,1,6991740,149,19,126.0,4.0,73,76,31.0,1.0,2.68,84.56,13.4,2022-06-01
2022,6,9,6,3,6587871,30,3,27.0,0.0,18,12,5.0,1.0,0.0,90.0,3.5,2022-06-01
2023,6,9,7,6,6817695,142,21,121.0,0.0,94,48,20.0,,0.0,85.21,11.8,2022-06-01
2024,6,9,8,1,6742569,551,111,435.0,5.0,384,167,87.0,8.0,0.91,78.95,38.5,2022-06-01
2025,6,9,9,5,6989605,302,23,272.0,7.0,161,141,61.0,12.0,2.32,90.07,27.1,2022-06-01
2026,6,9,10,1,6465369,158,15,142.0,1.0,64,94,10.0,2.0,0.63,89.87,11.5,2022-06-01
2027,6,9,11,4,6621219,116,23,91.0,2.0,55,61,11.0,0.0,1.72,78.45,17.5,2022-06-01
2028,6,9,12,2,7197984,336,19,312.0,5.0,182,154,18.0,4.0,1.49,92.86,26.0,2022-06-01
2029,6,10,1,5,33557785,857,136,693.0,28.0,367,490,101.0,25.0,3.27,80.86,23.2,2022-06-01
2030,6,10,2,3,34413930,451,28,411.0,12.0,232,219,77.0,9.0,2.66,91.13,11.3,2022-06-01
2031,6,10,3,3,32848106,829,193,629.0,7.0,612,217,156.0,8.0,0.84,75.87,11.8,2022-06-01
2032,6,10,4,5,34418594,723,92,611.0,20.0,370,353,87.0,18.0,2.77,84.51,18.2,2022-06-01
2033,6,10,5,2,36827827,311,46,257.0,,167,144,76.0,8.0,2.57,82.64,9.8,2022-06-01
2034,6,10,6,4,36606499,580,42,530.0,8.0,373,207,-,10.0,1.38,91.38,9.3,2022-06-01
2035,6,10,7,1,34202183,2428,237,2124.0,67.0,853,1575,339.0,43.0,2.76,87.48,34.9,01/06/2022
2036,6,10,8,1,38540269,509,49,449.0,11.0,207,302,30.0,5.0,2.16,88.21,11.8,2022-06-01
2037,6,10,9,5,35939878,1358,122,1218.0,18.0,706,652,128.0,37.0,1.33,89.69,16.8,2022-06-01
2038,6,10,10,2,36293236,1187,24,1125.0,38.0,563,624,92.0,6.0,3.2,94.78,26.1,2022-06-01
2039,6,10,11,5,38134781,519,32,481.0,6.0,229,290,112.0,8.0,1.16,92.68,7.4,06/01/2022
2040,6,10,12,6,33399825,857,114,728.0,15.0,555,302,,31.0,1.75,84.95,15.6,2022-06-01
2041,6,11,1,3,63794288,784,112,652.0,20.0,469,315,110.0,8.0,2.55,83.16,16.5,2022-06-01
2042,6,11,2,4,66761809,2258,312,1941.0,5.0,1506,752,233.0,51.0,0.22,85.96,13.4,2022-06-01
2043,6,11,3,3,62627187,413,37,,6.0,299,114,28.0,7.0,1.45,89.59,7.6,2022-06-01
2044,6,11,4,1,59649840,777,79,683.0,15.0,332,445,172.0,34.0,1.93,87.9,15.7,01-06-2022
2045,6,11,5,2,58154613,434,96,335.0,3.0,162,272,70.0,17.0,0.69,77.19,5.2,2022-06-01
2046,6,11,6,3,65045882,621,25,592.0,4.0,442,179,109.0,28.0,0.64,95.33,10.8,2022-06-01
2047,6,11,7,6,62376554,1872,322,1515.0,35.0,1004,868,238.0,29.0,1.87,80.93,22.3,2022-06-01
2048,6,11,8,6,63872209,2877,369,2421.0,87.0,1984,893,398.0,95.0,3.02,84.15,30.5,2022-06-01
2049,6,11,9,1,64377123,1489,107,1352.0,30.0,740,749,108.0,22.0,2.01,90.8,16.5,01/06/2022
2050,6,11,10,2,57577185,4334,742,3459.0,133.0,2018,2316,704.0,61.0,3.07,79.81,45.2,2022-06-01
2051,6,11,11,2,65506877,2634,541,2028.0,65.0,1506,1128,469.0,130.0,2.47,76.99,25.5,2022-06-01
2052,6,11,12,4,63274853,1070,87,958.0,25.0,546,524,214.0,27.0,2.34,89.53,19.5,2022-06-01
2053,6,12,1,3,32021623,891,137,746.0,8.0,656,235,179.0,40.0,0.9,83.73,16.7,2022-06-01
2054,6,12,2,1,33737762,767,147,596.0,24.0,309,458,122.0,18.0,3.13,77.71,18.1,2022-06-01
2055,6,12,3,3,34676592,318,64,244.0,10.0,119,199,71.0,9.0,3.14,76.73,11.9,2022-06-01
2056,6,12,4,4,31016512,862,60,780.0,22.0,584,278,171.0,31.0,2.55,90.49,21.1,2022-06-01
2057,6,12,5,4,34833728,841,65,755.0,21.0,528,313,98.0,8.0,2.5,89.77,22.8,2022-06-01
2058,6,12,6,4,33576689,826,60,756.0,10.0,391,435,109.0,25.0,1.21,91.53,10.3,2022-06-01
2059,6,12,7,4,33984401,1735,107,1610.0,18.0,1031,704,255.0,61.0,1.04,92.8,26.6,2022-06-01
2060,6,12,8,6,31583193,1626,338,1250.0,38.0,715,911,377.0,50.0,2.34,76.88,32.5,2022-06-01
2061,6,12,9,2,32007483,1913,431,1460.0,22.0,673,1240,111.0,8.0,1.15,76.32,28.5,2022-06-01
2062,6,12,10,6,35283488,430,100,329.0,1.0,175,255,37.0,4.0,0.23,76.51,5.4,2022-06-01
2063,6,12,11,2,35369631,536,65,459.0,12.0,340,196,31.0,7.0,2.24,85.63,19.0,2022-06-01
2064,6,12,12,5,33158698,1133,45,1071.0,17.0,400,733,181.0,23.0,1.5,94.53,21.2,2022-06-01
2065,6,13,1,5,75454206,2783,607,2096.0,80.0,1343,1440,466.0,69.0,2.87,75.31,24.2,2022-06-01
2066,6,13,2,2,82787621,565,45,515.0,5.0,396,169,108.0,6.0,0.88,91.15,8.8,2022-06-01
2067,6,13,3,3,77607697,2802,494,2211.0,97.0,1310,1492,180.0,40.0,3.46,78.91,27.9,2022-06-01
2068,6,13,4,6,83889872,875,178,692.0,5.0,597,278,160.0,39.0,0.57,79.09,4.1,2022-06-01
2069,6,13,5,6,81114881,1241,208,1028.0,5.0,483,758,192.0,37.0,0.4,82.84,8.9,2022-06-01
2070,6,13,6,2,76174538,1005,48,946.0,11.0,731,274,170.0,31.0,1.09,94.13,10.8,2022-06-01
2071,6,13,7,4,81167292,5985,656,5313.0,16.0,3628,2357,486.0,123.0,0.27,88.77,40.2,2022-06-01
2072,6,13,8,4,76175714,1374,231,1100.0,43.0,757,617,91.0,20.0,3.13,80.06,12.9,2022-06-01
2073,6,13,9,1,77949320,1842,232,1578.0,32.0,1140,702,389.0,46.0,1.74,85.67,14.7,2022-06-01
2074,6,13,10,3,83997250,3040,481,2459.0,100.0,1728,1312,215.0,33.0,3.29,80.89,24.9,01/06/2022
2075,6,13,11,6,74606004,4189,940,3179.0,70.0,2960,1229,659.0,131.0,1.67,75.89,29.5,2022-06-01
2076,6,13,12,6,81612553,1336,57,1235.0,44.0,518,818,287.0,74.0,3.29,92.44,19.7,2022-06-01
2077,6,14,1,5,117398843,1459,71,1380.0,8.0,513,946,342.0,96.0,0.55,94.59,4.8,2022-06-01
2078,6,14,2,6,112187263,2189,475,,59.0,1151,1038,304.0,87.0,2.7,75.61,21.1,2022-06-01
2079,6,14,3,5,116512213,1080,176,890.0,14.0,387,693,236.0,66.0,1.3,82.41,4.3,2022-06-01
2080,6,14,4,6,112516442,1846,352,1475.0,19.0,1191,655,286.0,15.0,1.03,79.9,8.6,2022-06-01
2081,6,14,5,4,114695477,2169,150,1952.0,67.0,1134,1035,485.0,81.0,3.09,90.0,15.5,2022-06-01
2082,6,14,6,2,107919864,1700,-312,1377.0,-11.0,989,711,89.0,11.0,0.65,81.0,13.4,2022-06-01
2083,6,14,7,6,121640198,1592,144,1437.0,11.0,1102,490,81.0,23.0,0.69,90.26,8.4,2022-06-01
2084,6,14,8,4,108509628,7922,156,7678.0,88.0,5736,2186,681.0,94.0,1.11,96.92,34.2,2022-06-01
2085,6,14,9,5,115293909,1716,247,1446.0,23.0,609,1107,271.0,68.0,1.34,84.27,14.4,2022-06-01
2086,6,14,10,5,115971851,4991,988,3845.0,158.0,3182,1809,820.0,227.0,3.17,77.04,25.7,06/01/2022
2087,6,14,11,6,112073676,4386,186,4100.0,100.0,2499,1887,678.0,66.0,2.28,93.48,25.5,2022-06-01
2088,6,14,12,5,105907632,3250,147,3003.0,100.0,1392,1858,685.0,124.0,3.08,92.4,24.7,2022-06-01
2089,6,15,1,4,2841587,45,5,40.0,0.0,17,28,6.0,0.0,0.0,88.89,5.3,2022-06-01
2090,6,15,2,1,3000497,96,19,74.0,3.0,58,38,10.0,1.0,3.12,77.08,26.9,2022-06-01
2091,6,15,3,3,3032740,44,8,35.0,1.0,17,27,9.0,2.0,,79.55,18.2,2022-06-01
2092,6,15,4,3,2970489,60,6,54.0,0.0,30,30,4.0,0.0,0.0,90.0,4.7,06/01/2022
2093,6,15,5,2,2924123,31,8,23.0,0.0,17,14,1.0,0.0,0.0,74.19,3.4,2022-06-01
2094,6,15,6,4,2665631,26,3,23.0,0.0,16,10,4.0,0.0,0.0,88.46,7.0,2022-06-01
2095,6,15,7,2,2906525,160,9,151.0,0.0,113,47,21.0,4.0,0.0,94.38,30.7,06/01/2022
2096,6,15,8,4,2714093,169,10,158.0,1.0,62,107,21.0,5.0,0.59,93.49,26.2,2022-06-01
2097,6,15,9,4,2951473,126,4,121.0,1.0,50,76,26.0,6.0,0.79,96.03,21.3,01-06-2022
2098,6,15,10,4,3068034,38,8,29.0,1.0,16,22,8.0,0.0,2.63,76.32,11.0,2022-06-01
2099,6,15,11,1,2952066,84,4,79.0,1.0,54,30,13.0,2.0,1.19,94.05,19.9,2022-06-01
2100,6,15,12,6,2817022,16,1,15.0,0.0,7,9,2.0,0.0,0.0,93.75,3.3,2022-06-01
2101,6,16,1,1,2908344,66,9,57.0,0.0,33,33,13.0,3.0,0.0,86.36,14.0,2022-06-01
2102,6,16,2,1,3282273,68,16,51.0,1.0,27,41,12.0,1.0,1.47,75.0,11.0,2022-06-01
2103,6,16,3,1,2963898,22,2,20.0,0.0,9,13,3.0,0.0,0.0,90.91,2.7,2022-06-01
2104,6,16,4,5,3102670,11,3,8.0,0.0,4,7,0.0,0.0,0.0,72.73,3.7,2022-06-01
2105,6,16,5,6,2959101,46,4,42.0,0.0,22,24,6.0,0.0,0.0,91.3,6.8,2022-06-01
2106,6,16,6,5,3224399,58,4,53.0,1.0,31,27,7.0,1.0,1.72,91.38,13.3,2022-06-01
2107,6,16,7,6,3188812,177,2,169.0,6.0,116,61,18.0,3.0,3.39,95.48,40.4,2022-06-01
2108,6,16,8,3,3205157,44,5,39.0,0.0,18,26,7.0,1.0,0.0,88.64,6.4,2022-06-01
2109,6,16,9,1,3149332,64,4,60.0,0.0,35,29,9.0,1.0,0.0,93.75,12.8,2022-06-01
2110,6,16,10,4,3393354,31,3,28.0,0.0,19,12,5.0,1.0,0.0,90.32,7.8,2022-06-01
2111,6,16,11,5,3118465,98,12,86.0,0.0,46,52,20.0,3.0,0.0,87.76,16.6,2022-06-01
2112,6,16,12,6,3201339,45,9,36.0,0.0,23,22,5.0,0.0,,80.0,3.2,2022-06-01
2113,6,17,1,6,1166149,28,4,24.0,0.0,13,15,3.0,0.0,0.0,85.71,11.1,2022-06-01
2114,6,17,2,1,1109006,28,3,25.0,0.0,19,9,4.0,0.0,0.0,89.29,11.8,2022-06-01
2115,6,17,3,2,1087248,30,6,23.0,1.0,19,11,1.0,0.0,3.33,76.67,18.2,01/06/2022
2116,6,17,4,3,1073360,12,3,9.0,0.0,7,5,2.0,0.0,0.0,75.0,5.4,2022-06-01
2117,6,17,5,3,1107567,21,5,16.0,0.0,11,10,4.0,0.0,0.0,76.19,8.4,2022-06-01
2118,6,17,6,3,1139071,6,1,5.0,0.0,2,4,1.0,0.0,0.0,83.33,0.0,2022-06-01
